Biosample ID	Sample name	Sex	Population name	Superpopulation code	Superpopulation name
SAME124483	NA18531	female	Han Chinese	EAS	East Asian Ancestry
SAME1839715	HG02729	male	Punjabi	SAS	South Asian Ancestry
SAME1839356	HG03833	male	Bengali	SAS	South Asian Ancestry
SAME124486	NA18536	male	Han Chinese	EAS	East Asian Ancestry
SAME1839886	HG02731	female	Punjabi	SAS	South Asian Ancestry
SAME1839297	HG03838	female	Tamil	SAS	South Asian Ancestry
SAME124268	NA18543	male	Han Chinese	EAS	East Asian Ancestry
SAME1840292	HG02786	male	Punjabi	SAS	South Asian Ancestry
SAME125104	NA18877	male	Yoruba	AFR	African Ancestry
SAME1840415	HG02793	female	Punjabi	SAS	South Asian Ancestry
SAME1839170	HG03845	male	Tamil	SAS	South Asian Ancestry
SAME123561	NA18909	female	Yoruba	AFR	African Ancestry
SAME1840387	HG02798	male	Gambian Mandinka	AFR	African Ancestry
SAME1839205	HG03910	female	Bengali	SAS	South Asian Ancestry
SAME123401	NA18911	male	Yoruba	AFR	African Ancestry
SAME1839591	HG02820	female	Gambian Mandinka	AFR	African Ancestry
SAME123408	NA18916	female	Yoruba	AFR	African Ancestry
SAME1839422	HG02837	female	Gambian Mandinka	AFR	African Ancestry
SAME1839103	HG03922	female	Bengali	SAS	South Asian Ancestry
SAME123205	NA18923	male	Yoruba	AFR	African Ancestry
SAME1839352	HG02851	male	Gambian Mandinka	AFR	African Ancestry
SAME123040	NA18930	female	Yoruba	AFR	African Ancestry
SAME1839888	HG03895	female	Tamil	SAS	South Asian Ancestry
SAME123917	NA18740	male	Han Chinese	EAS	East Asian Ancestry
SAME123914	NA18745	male	Han Chinese	EAS	East Asian Ancestry
SAME1839142	HG02697	female	Punjabi	SAS	South Asian Ancestry
SAME1839522	HG03908	male	Bengali	SAS	South Asian Ancestry
SAME123727	NA18757	male	Han Chinese	EAS	East Asian Ancestry
SAME1840159	HG02700	female	Punjabi	SAS	South Asian Ancestry
SAME1839411	HG03814	female	Bengali	SAS	South Asian Ancestry
SAME124990	NA18795	female	Han Chinese	EAS	East Asian Ancestry
SAME1840320	HG02870	female	Gambian Mandinka	AFR	African Ancestry
SAME1839449	HG03821	male	Bengali	SAS	South Asian Ancestry
SAME124733	NA18853	male	Yoruba	AFR	African Ancestry
SAME1840171	HG02882	female	Gambian Mandinka	AFR	African Ancestry
SAME1839465	HG03826	female	Bengali	SAS	South Asian Ancestry
SAME124261	NA18548	male	Han Chinese	EAS	East Asian Ancestry
SAME1840147	HG02887	male	Gambian Mandinka	AFR	African Ancestry
SAME124087	NA18550	female	Han Chinese	EAS	East Asian Ancestry
SAME1839608	HG03802	female	Bengali	SAS	South Asian Ancestry
SAME124090	NA18555	female	Han Chinese	EAS	East Asian Ancestry
SAME1839841	HG02813	male	Gambian Mandinka	AFR	African Ancestry
SAME123927	NA18562	male	Han Chinese	EAS	East Asian Ancestry
SAME1840318	HG03934	female	Bengali	SAS	South Asian Ancestry
SAME123924	NA18567	female	Han Chinese	EAS	East Asian Ancestry
SAME1839860	HG02736	male	Punjabi	SAS	South Asian Ancestry
SAME124730	NA18858	female	Yoruba	AFR	African Ancestry
SAME1840353	HG03941	male	Bengali	SAS	South Asian Ancestry
SAME124906	NA18860	male	Yoruba	AFR	African Ancestry
SAME1839028	HG02774	male	Punjabi	SAS	South Asian Ancestry
SAME1840252	HG03953	male	Tamil	SAS	South Asian Ancestry
SAME124902	NA18865	male	Yoruba	AFR	African Ancestry
SAME1839945	HG03960	male	Telugu	SAS	South Asian Ancestry
SAME125099	NA18872	male	Yoruba	AFR	African Ancestry
SAME1840063	HG03965	male	Telugu	SAS	South Asian Ancestry
SAME123737	NA18574	female	Han Chinese	EAS	East Asian Ancestry
SAME1839284	HG02938	male	Esan	AFR	African Ancestry
SAME1840294	HG03857	female	Tamil	SAS	South Asian Ancestry
SAME123742	NA18579	female	Han Chinese	EAS	East Asian Ancestry
SAME1840255	HG02971	male	Esan	AFR	African Ancestry
SAME1840170	HG03864	male	Telugu	SAS	South Asian Ancestry
SAME123720	NA18593	female	Han Chinese	EAS	East Asian Ancestry
SAME1840223	HG02976	female	Esan	AFR	African Ancestry
SAME1840104	HG03869	male	Telugu	SAS	South Asian Ancestry
SAME124879	NA18606	male	Han Chinese	EAS	East Asian Ancestry
SAME1840009	HG02983	female	Gambian Mandinka	AFR	African Ancestry
SAME1839927	HG04090	female	Telugu	SAS	South Asian Ancestry
SAME123035	NA18935	male	Yoruba	AFR	African Ancestry
SAME1840242	HG03006	male	Bengali,Bengali	SAS	South Asia (SGDP),South Asian Ancestry
SAME124308	NA18942	female	Japanese	EAS	East Asian Ancestry
SAME124313	NA18947	female	Japanese	EAS	East Asian Ancestry
SAME1840275	HG02952	female	Esan	AFR	African Ancestry
SAME125037	NA18613	male	Han Chinese	EAS	East Asian Ancestry
SAME1839622	HG04026	female	Telugu	SAS	South Asian Ancestry
SAME125042	NA18618	female	Han Chinese	EAS	East Asian Ancestry
SAME1839466	HG04033	male	Tamil	SAS	South Asian Ancestry
SAME124510	NA18620	male	Han Chinese	EAS	East Asian Ancestry
SAME1840053	HG03018	male	Punjabi	SAS	South Asian Ancestry
SAME1839499	HG04038	female	Tamil	SAS	South Asian Ancestry
SAME125253	NA18625	female	Han Chinese	EAS	East Asian Ancestry
SAME1839711	HG03025	female	Gambian Mandinka	AFR	African Ancestry
SAME124703	NA18632	male	Han Chinese	EAS	East Asian Ancestry
SAME1839907	HG03114	female	Esan	AFR	African Ancestry
SAME1839992	HG04177	female	Bengali	SAS	South Asian Ancestry
SAME124700	NA18637	male	Han Chinese	EAS	East Asian Ancestry
SAME122976	NA18644	female	Han Chinese	EAS	East Asian Ancestry
SAME1839563	HG03121	female	Esan	AFR	African Ancestry
SAME1839783	HG04189	female	Bengali	SAS	South Asian Ancestry
SAME124108	NA18954	female	Japanese	EAS	East Asian Ancestry
SAME124115	NA18959	male	Japanese	EAS	East Asian Ancestry
SAME1839226	HG03063	male	Mende	AFR	African Ancestry
SAME123957	NA18961	male	Japanese	EAS	East Asian Ancestry
SAME1839683	HG03126	female	Esan	AFR	African Ancestry
SAME1839452	HG04209	female	Telugu	SAS	South Asian Ancestry
SAME123962	NA18966	male	Japanese	EAS	East Asian Ancestry
SAME1839375	HG03133	male	Esan	AFR	African Ancestry
SAME1839321	HG04211	male	Telugu	SAS	South Asian Ancestry
SAME124610	NA19142	male	Yoruba	AFR	African Ancestry
SAME1840146	HG03099	female	Esan	AFR	African Ancestry
SAME1839303	HG04134	male	Bengali	SAS	South Asian Ancestry
SAME124613	NA19147	female	Yoruba	AFR	African Ancestry
SAME1839178	HG04141	female	Bengali	SAS	South Asian Ancestry
SAME124835	NA19154	male	Yoruba	AFR	African Ancestry
SAME1839653	HG03049	female	Gambian Mandinka	AFR	African Ancestry
SAME1839108	HG04146	male	Bengali	SAS	South Asian Ancestry
SAME124716	NA19159	female	Yoruba	AFR	African Ancestry
SAME1840316	HG03082	female	Mende	AFR	African Ancestry
SAME1840299	HG04153	female	Bengali	SAS	South Asian Ancestry
SAME123757	NA19161	male	Yoruba	AFR	African Ancestry
SAME1839295	HG03239	female	Punjabi	SAS	South Asian Ancestry
SAME1840400	HG04158	male	Bengali	SAS	South Asian Ancestry
SAME124211	NA19166	female	Yoruba	AFR	African Ancestry
SAME1839053	HG03241	female	Gambian Mandinka	AFR	African Ancestry
SAME124804	NA19104	male	Yoruba	AFR	African Ancestry
SAME1839168	HG03246	male	Gambian Mandinka	AFR	African Ancestry
SAME124544	NA19109	female	Yoruba	AFR	African Ancestry
SAME1840296	HG03258	male	Gambian Mandinka	AFR	African Ancestry
SAME1839746	HG03977	female	Telugu	SAS	South Asian Ancestry
SAME124911	NA19116	female	Yoruba	AFR	African Ancestry
SAME1839532	HG03989	female	Tamil	SAS	South Asian Ancestry
SAME125013	NA19123	male	Yoruba	AFR	African Ancestry
SAME1840249	HG03354	female	Esan	AFR	African Ancestry
SAME1839640	HG03991	male	Tamil	SAS	South Asian Ancestry
SAME125022	NA19128	male	Yoruba	AFR	African Ancestry
SAME1839769	HG04002	male	Telugu	SAS	South Asian Ancestry
SAME125229	NA19130	male	Yoruba	AFR	African Ancestry
SAME1840066	HG03366	female	Esan	AFR	African Ancestry
SAME1839844	HG04014	female	Telugu	SAS	South Asian Ancestry
SAME123364	NA19084	female	Japanese	EAS	East Asian Ancestry
SAME1839572	HG04019	male	Telugu	SAS	South Asian Ancestry
SAME123649	NA19089	male	Japanese	EAS	East Asian Ancestry
SAME1840358	HG04076	female	Telugu	SAS	South Asian Ancestry
SAME123174	NA19091	male	Japanese	EAS	East Asian Ancestry
SAME1839083	HG03157	male	Esan	AFR	African Ancestry
SAME122834	NA11919	male	CEPH	EUR	European Ancestry
SAME123662	NA19096	male	Yoruba	AFR	African Ancestry
SAME125098	NA11933	female	CEPH	EUR	European Ancestry
SAME124292	NA19046	male	Luhya	AFR	African Ancestry
SAME1839148	HG03169	male	Esan	AFR	African Ancestry
SAME123968	NA11995	female	CEPH	EUR	European Ancestry
SAME125024	NA19058	male	Japanese	EAS	East Asian Ancestry
SAME1839743	HG03378	female	Mende	AFR	African Ancestry
SAME125145	NA12006	female	CEPH	EUR	European Ancestry
SAME123007	NA19060	male	Japanese	EAS	East Asian Ancestry
SAME1839569	HG03380	female	Mende	AFR	African Ancestry
SAME123212	NA12044	female	CEPH	EUR	European Ancestry
SAME123011	NA19065	female	Japanese	EAS	East Asian Ancestry
SAME1839594	HG03385	male	Mende	AFR	African Ancestry
SAME123414	NA12056	male	CEPH	EUR	European Ancestry
SAME124850	NA19027	male	Luhya	AFR	African Ancestry
SAME1839400	HG03397	male	Mende	AFR	African Ancestry
SAME124157	NA12145	female	CEPH	EUR	European Ancestry
SAME125241	NA19041	male	Luhya	AFR	African Ancestry
SAME1840386	HG03171	female	Esan	AFR	African Ancestry
SAME124003	NA12234	female	CEPH	EUR	European Ancestry
SAME123413	NA18985	male	Japanese	EAS	East Asian Ancestry
SAME123999	NA12239	female	CEPH	EUR	European Ancestry
SAME124983	NA18992	female	Japanese	EAS	East Asian Ancestry
SAME1839984	HG03190	male	Esan	AFR	African Ancestry
SAME123231	NA12272	male	CEPH	EUR	European Ancestry
SAME124898	NA18997	female	Japanese	EAS	East Asian Ancestry
SAME1839919	HG03195	female	Esan	AFR	African Ancestry
SAME124097	NA12335	male	CEPH	EUR	European Ancestry
SAME123761	NA18973	female	Japanese	EAS	East Asian Ancestry
SAME1840167	HG03265	male	Esan	AFR	African Ancestry
SAME125155	NA12342	male	CEPH	EUR	European Ancestry
SAME123760	NA18978	female	Japanese	EAS	East Asian Ancestry
SAME124763	NA06984	male	CEPH	EUR	European Ancestry
SAME123527	NA18980	female	Japanese	EAS	East Asian Ancestry
SAME1839861	HG03291	female	Esan	AFR	African Ancestry
SAME124760	NA06989	female	CEPH	EUR	European Ancestry
SAME124480	NA19003	female	Japanese	EAS	East Asian Ancestry
SAME124936	NA06991	female	CEPH	EUR	European Ancestry
SAME123989	NA19010	female	Japanese	EAS	East Asian Ancestry
SAME1839206	HG03311	male	Esan	AFR	African Ancestry
SAME125162	NA07014	female	CEPH	EUR	European Ancestry
SAME122822	NA19072	male	Japanese	EAS	East Asian Ancestry
SAME1840350	HG03342	female	Esan	AFR	African Ancestry
SAME125152	NA07019	female	CEPH	EUR	European Ancestry
SAME122818	NA19077	female	Japanese	EAS	East Asian Ancestry
SAME125131	NA10860	male	CEPH	EUR	European Ancestry
SAME124421	NA19173	male	Yoruba	AFR	African Ancestry
SAME1839357	HG03234	male	Punjabi	SAS	South Asian Ancestry
SAME125128	NA10865	male	CEPH	EUR	European Ancestry
SAME123858	NA19185	female	Yoruba	AFR	African Ancestry
SAME124554	NA11832	female	CEPH	EUR	European Ancestry
SAME125309	NA19197	female	Yoruba	AFR	African Ancestry
SAME1839490	HG03304	male	Esan	AFR	African Ancestry
SAME123210	NA11882	female	CEPH	EUR	European Ancestry
SAME122989	NA19200	male	Yoruba	AFR	African Ancestry
SAME1840254	HG03607	female	Bengali	SAS	South Asian Ancestry
SAME123043	NA11894	female	CEPH	EUR	European Ancestry
SAME122986	NA19205	male	Yoruba	AFR	African Ancestry
SAME1840064	HG03619	female	Punjabi	SAS	South Asian Ancestry
SAME124647	NA12753	female	CEPH	EUR	European Ancestry
SAME125217	NA19224	male	Yoruba	AFR	African Ancestry
SAME124465	NA12760	male	CEPH	EUR	European Ancestry
SAME125001	NA19236	male	Yoruba	AFR	African Ancestry
SAME125252	NA12777	male	CEPH	EUR	European Ancestry
SAME124274	NA19382	male	Luhya	AFR	African Ancestry
SAME1839571	HG03633	male	Punjabi	SAS	South Asian Ancestry
SAME125076	NA12828	female	CEPH	EUR	European Ancestry
SAME124489	NA19394	male	Luhya	AFR	African Ancestry
SAME125316	NA12347	male	CEPH	EUR	European Ancestry
SAME124498	NA19399	female	Luhya	AFR	African Ancestry
SAME123881	NA12400	female	CEPH	EUR	European Ancestry
SAME123681	NA19248	male	Yoruba	AFR	African Ancestry
SAME1840169	HG03518	male	Esan	AFR	African Ancestry
SAME124078	NA12708	female	CEPH	EUR	European Ancestry
SAME123316	NA19313	female	Luhya	AFR	African Ancestry
SAME1840186	HG03520	female	Esan	AFR	African Ancestry
SAME123529	NA12739	male	CEPH	EUR	European Ancestry
SAME122948	NA19445	female	Luhya	AFR	African Ancestry
SAME1839339	HG04216	female	Telugu	SAS	South Asian Ancestry
SAME125414	NA19452	male	Luhya	AFR	African Ancestry
SAME1839181	HG03594	male	Bengali	SAS	South Asian Ancestry
SAME125409	NA19457	female	Luhya	AFR	African Ancestry
SAME1840263	HG04235	male	Telugu	SAS	South Asian Ancestry
SAME123300	NA19469	female	Luhya	AFR	African Ancestry
SAME124551	NA10839	female	CEPH	EUR	European Ancestry
SAME123117	NA19471	female	Luhya	AFR	African Ancestry
SAME124758	NA10846	male	CEPH	EUR	European Ancestry
SAME124753	NA19318	male	Luhya	AFR	African Ancestry
SAME1839553	HG03556	male	Mende	AFR	African Ancestry
SAME124932	NA10853	male	CEPH	EUR	European Ancestry
SAME124570	NA19320	female	Luhya	AFR	African Ancestry
SAME1839421	HG03563	female	Mende	AFR	African Ancestry
SAME124187	NA07045	female	CEPH	EUR	European Ancestry
SAME123723	NA19332	female	Luhya	AFR	African Ancestry
SAME1839236	HG03575	female	Mende	AFR	African Ancestry
SAME123567	NA07348	female	CEPH	EUR	European Ancestry
SAME123848	NA19438	female	Luhya	AFR	African Ancestry
SAME1839271	HG03582	male	Mende	AFR	African Ancestry
SAME125289	NA12830	female	CEPH	EUR	European Ancestry
SAME122951	NA19440	female	Luhya	AFR	African Ancestry
SAME1839623	HG03479	female	Mende	AFR	African Ancestry
SAME123542	NA12842	male	CEPH	EUR	European Ancestry
SAME122854	NA19351	female	Luhya	AFR	African Ancestry
SAME1839474	HG03486	female	Mende	AFR	African Ancestry
SAME123388	NA12873	female	CEPH	EUR	European Ancestry
SAME125116	NA19375	male	Luhya	AFR	African Ancestry
SAME123392	NA12878	female	CEPH	EUR	European Ancestry
SAME122797	NA19678	female	Mexican Ancestry	AMR	American Ancestry
SAME1839766	HG03455	female	Mende	AFR	African Ancestry
SAME123181	NA12892	female	CEPH	EUR	European Ancestry
SAME122937	NA19680	female	Mexican Ancestry	AMR	American Ancestry
SAME124101	NA18484	female	Yoruba	AFR	African Ancestry
SAME122942	NA19685	male	Mexican Ancestry	AMR	American Ancestry
SAME1840120	HG03436	male	Mende	AFR	African Ancestry
SAME124102	NA18489	female	Yoruba	AFR	African Ancestry
SAME124233	NA19700	male	African Ancestry SW	AFR	African Ancestry
SAME125061	NA18504	male	Yoruba	AFR	African Ancestry
SAME124235	NA19705	male	African Ancestry SW	AFR	African Ancestry
SAME125066	NA18509	male	Yoruba	AFR	African Ancestry
SAME124447	NA19712	female	African Ancestry SW	AFR	African Ancestry
SAME1839773	HG03708	male	Punjabi	SAS	South Asian Ancestry
SAME124885	NA18511	female	Yoruba	AFR	African Ancestry
SAME124884	NA18516	male	Yoruba	AFR	African Ancestry
SAME124677	NA19818	male	African Ancestry SW	AFR	African Ancestry
SAME1839815	HG03715	male	Telugu	SAS	South Asian Ancestry
SAME124670	NA18523	female	Yoruba	AFR	African Ancestry
SAME125051	NA19902	female	African Ancestry SW	AFR	African Ancestry
SAME1839664	HG03722	female	Telugu	SAS	South Asian Ancestry
SAME124737	NA18857	male	Yoruba	AFR	African Ancestry
SAME125273	NA19914	female	African Ancestry SW	AFR	African Ancestry
SAME1839200	HG03746	male	Tamil	SAS	South Asian Ancestry
SAME124903	NA18864	female	Yoruba	AFR	African Ancestry
SAME124451	NA19717	male	Mexican Ancestry	AMR	American Ancestry
SAME1839062	HG03753	male	Tamil	SAS	South Asian Ancestry
SAME124909	NA18869	male	Yoruba	AFR	African Ancestry
SAME124690	NA19724	male	Mexican Ancestry	AMR	American Ancestry
SAME1839105	HG03760	female	Tamil	SAS	South Asian Ancestry
SAME125102	NA18871	male	Yoruba	AFR	African Ancestry
SAME124701	NA19729	male	Mexican Ancestry	AMR	American Ancestry
SAME1839131	HG03765	female	Punjabi	SAS	South Asian Ancestry
SAME125103	NA18876	female	Yoruba	AFR	African Ancestry
SAME124870	NA19731	female	Mexican Ancestry	AMR	American Ancestry
SAME122974	NA18648	male	Han Chinese	EAS	East Asian Ancestry
SAME124729	NA19748	female	Mexican Ancestry	AMR	American Ancestry
SAME1839621	HG03640	female	Punjabi	SAS	South Asian Ancestry
SAME123910	NA18749	male	Han Chinese	EAS	East Asian Ancestry
SAME123698	NA19750	male	Mexican Ancestry	AMR	American Ancestry
SAME1839641	HG03645	female	Tamil	SAS	South Asian Ancestry
SAME124989	NA18794	male	Han Chinese	EAS	East Asian Ancestry
SAME123695	NA19755	female	Mexican Ancestry	AMR	American Ancestry
SAME1840210	HG03784	female	Telugu	SAS	South Asian Ancestry
SAME124732	NA18852	female	Yoruba	AFR	African Ancestry
SAME123897	NA19762	male	Mexican Ancestry	AMR	American Ancestry
SAME1840237	HG03789	female	Telugu	SAS	South Asian Ancestry
SAME124264	NA18547	female	Han Chinese	EAS	East Asian Ancestry
SAME124064	NA19774	male	Mexican Ancestry	AMR	American Ancestry
SAME1839928	HG03796	female	Bengali	SAS	South Asian Ancestry
SAME124093	NA18559	male	Han Chinese	EAS	East Asian Ancestry
SAME124061	NA19779	female	Mexican Ancestry	AMR	American Ancestry
SAME123926	NA18561	male	Han Chinese	EAS	East Asian Ancestry
SAME123146	NA19781	female	Mexican Ancestry	AMR	American Ancestry
SAME123923	NA18566	female	Han Chinese	EAS	East Asian Ancestry
SAME123149	NA19786	male	Mexican Ancestry	AMR	American Ancestry
SAME1840365	HG03690	female	Tamil	SAS	South Asian Ancestry
SAME123738	NA18573	female	Han Chinese	EAS	East Asian Ancestry
SAME123128	NA19654	female	Mexican Ancestry	AMR	American Ancestry
SAME1839505	HG03652	male	Punjabi	SAS	South Asian Ancestry
SAME123721	NA18592	female	Han Chinese	EAS	East Asian Ancestry
SAME123131	NA19659	female	Mexican Ancestry	AMR	American Ancestry
SAME123232	NA18597	female	Han Chinese	EAS	East Asian Ancestry
SAME122959	NA19661	male	Mexican Ancestry	AMR	American Ancestry
SAME124877	NA18605	male	Han Chinese	EAS	East Asian Ancestry
SAME123614	NA20276	female	African Ancestry SW	AFR	African Ancestry
SAME1840128	HG03695	male	Tamil	SAS	South Asian Ancestry
SAME124501	NA18629	male	Han Chinese	EAS	East Asian Ancestry
SAME124578	NA20288	male	African Ancestry SW	AFR	African Ancestry
SAME1840032	HG03703	female	Punjabi	SAS	South Asian Ancestry
SAME124056	NA18631	female	Han Chinese	EAS	East Asian Ancestry
SAME124374	NA20290	female	African Ancestry SW	AFR	African Ancestry
SAME1839695	HG03727	male	Telugu	SAS	South Asian Ancestry
SAME124320	NA18636	male	Han Chinese	EAS	East Asian Ancestry
SAME124377	NA20295	male	African Ancestry SW	AFR	African Ancestry
SAME1839251	HG03741	female	Tamil	SAS	South Asian Ancestry
SAME122981	NA18643	male	Han Chinese	EAS	East Asian Ancestry
SAME125276	NA19919	male	African Ancestry SW	AFR	African Ancestry
SAME1840398	HG03772	female	Telugu	SAS	South Asian Ancestry
SAME124661	NA18528	female	Han Chinese	EAS	East Asian Ancestry
SAME124712	NA19921	female	African Ancestry SW	AFR	African Ancestry
SAME1840340	HG03777	male	Telugu	SAS	South Asian Ancestry
SAME124484	NA18530	male	Han Chinese	EAS	East Asian Ancestry
SAME123902	NA19983	female	African Ancestry SW	AFR	African Ancestry
SAME1840129	HG03948	female	Tamil	SAS	South Asian Ancestry
SAME124487	NA18535	female	Han Chinese	EAS	East Asian Ancestry
SAME123998	NA20322	female	African Ancestry SW	AFR	African Ancestry
SAME1840233	HG03950	male	Tamil	SAS	South Asian Ancestry
SAME124267	NA18542	female	Han Chinese	EAS	East Asian Ancestry
SAME124167	NA20536	male	Toscani	EUR	European Ancestry
SAME1840181	HG03955	female	Tamil	SAS	South Asian Ancestry
SAME125036	NA18612	male	Han Chinese	EAS	East Asian Ancestry
SAME125149	NA20543	male	Toscani	EUR	European Ancestry
SAME1840072	HG03967	male	Telugu	SAS	South Asian Ancestry
SAME125033	NA18617	female	Han Chinese	EAS	East Asian Ancestry
SAME122859	NA20581	male	Toscani	EUR	European Ancestry
SAME124506	NA18624	male	Han Chinese	EAS	East Asian Ancestry
SAME122864	NA20586	male	Toscani	EUR	European Ancestry
SAME1840305	HG03931	female	Bengali	SAS	South Asian Ancestry
SAME123560	NA18908	male	Yoruba	AFR	African Ancestry
SAME124177	NA20752	male	Toscani	EUR	European Ancestry
SAME1840361	HG03943	male	Tamil	SAS	South Asian Ancestry
SAME123402	NA18910	male	Yoruba	AFR	African Ancestry
SAME124176	NA20757	female	Toscani	EUR	European Ancestry
SAME1839906	HG03897	female	Tamil	SAS	South Asian Ancestry
SAME123405	NA18915	male	Yoruba	AFR	African Ancestry
SAME124368	NA20764	female	Toscani	EUR	European Ancestry
SAME1839476	HG03900	male	Tamil	SAS	South Asian Ancestry
SAME123036	NA18934	male	Yoruba	AFR	African Ancestry
SAME124371	NA20769	female	Toscani	EUR	European Ancestry
SAME1839503	HG03905	male	Bengali	SAS	South Asian Ancestry
SAME124479	NA19002	female	Japanese	EAS	East Asian Ancestry
SAME124577	NA20771	female	Toscani	EUR	European Ancestry
SAME124476	NA19007	male	Japanese	EAS	East Asian Ancestry
SAME123607	NA20783	male	Toscani	EUR	European Ancestry
SAME1839456	HG03823	female	Bengali	SAS	South Asian Ancestry
SAME124000	NA19019	female	Luhya	AFR	African Ancestry
SAME123815	NA20790	female	Toscani	EUR	European Ancestry
SAME1839341	HG03830	male	Bengali	SAS	South Asian Ancestry
SAME124113	NA18953	male	Japanese	EAS	East Asian Ancestry
SAME123818	NA20795	female	Toscani	EUR	European Ancestry
SAME123956	NA18960	male	Japanese	EAS	East Asian Ancestry
SAME125367	NA20803	male	Toscani	EUR	European Ancestry
SAME1839554	HG03809	male	Bengali	SAS	South Asian Ancestry
SAME123961	NA18965	male	Japanese	EAS	East Asian Ancestry
SAME122813	NA20808	female	Toscani	EUR	European Ancestry
SAME123041	NA18939	female	Japanese	EAS	East Asian Ancestry
SAME125192	NA20810	male	Toscani	EUR	European Ancestry
SAME1840205	HG03873	female	Telugu	SAS	South Asian Ancestry
SAME124311	NA18941	female	Japanese	EAS	East Asian Ancestry
SAME125187	NA20815	male	Toscani	EUR	European Ancestry
SAME1840013	HG03885	male	Tamil	SAS	South Asian Ancestry
SAME124312	NA18946	female	Japanese	EAS	East Asian Ancestry
SAME123073	NA20822	female	Toscani	EUR	European Ancestry
SAME1840283	HG03854	male	Tamil	SAS	South Asian Ancestry
SAME125071	NA18984	male	Japanese	EAS	East Asian Ancestry
SAME123071	NA20827	male	Toscani	EUR	European Ancestry
SAME1840156	HG03861	female	Telugu	SAS	South Asian Ancestry
SAME125079	NA18989	male	Japanese	EAS	East Asian Ancestry
SAME124196	NA20334	female	African Ancestry SW	AFR	African Ancestry
SAME1840087	HG03866	male	Telugu	SAS	South Asian Ancestry
SAME124892	NA18991	female	Japanese	EAS	East Asian Ancestry
SAME124201	NA20339	female	African Ancestry SW	AFR	African Ancestry
SAME1839323	HG03917	male	Bengali	SAS	South Asian Ancestry
SAME123762	NA18972	female	Japanese	EAS	East Asian Ancestry
SAME124399	NA20341	female	African Ancestry SW	AFR	African Ancestry
SAME123765	NA18977	male	Japanese	EAS	East Asian Ancestry
SAME124402	NA20346	male	African Ancestry SW	AFR	African Ancestry
SAME122819	NA19076	male	Japanese	EAS	East Asian Ancestry
SAME124560	NA20512	male	Toscani	EUR	European Ancestry
SAME123371	NA19083	male	Japanese	EAS	East Asian Ancestry
SAME124557	NA20517	female	Toscani	EUR	European Ancestry
SAME125025	NA19057	female	Japanese	EAS	East Asian Ancestry
SAME124016	NA20524	male	Toscani	EUR	European Ancestry
SAME123010	NA19064	female	Japanese	EAS	East Asian Ancestry
SAME124011	NA20529	female	Toscani	EUR	European Ancestry
SAME1839835	HG04198	male	Telugu	SAS	South Asian Ancestry
SAME124849	NA19026	male	Luhya	AFR	African Ancestry
SAME124170	NA20531	female	Toscani	EUR	European Ancestry
SAME1839447	HG04206	male	Telugu	SAS	South Asian Ancestry
SAME124668	NA19038	female	Luhya	AFR	African Ancestry
SAME124600	NA20358	male	African Ancestry SW	AFR	African Ancestry
SAME1839696	HG04023	male	Telugu	SAS	South Asian Ancestry
SAME124420	NA19172	female	Yoruba	AFR	African Ancestry
SAME124786	NA20360	male	African Ancestry SW	AFR	African Ancestry
SAME1839487	HG04035	female	Tamil	SAS	South Asian Ancestry
SAME124417	NA19177	male	Yoruba	AFR	African Ancestry
SAME124359	NA20505	female	Toscani	EUR	European Ancestry
SAME1839203	HG04042	female	Tamil	SAS	South Asian Ancestry
SAME123859	NA19184	male	Yoruba	AFR	African Ancestry
SAME123598	NA20877	female	Gujarati	SAS	South Asian Ancestry
SAME1839221	HG04047	female	Tamil	SAS	South Asian Ancestry
SAME123869	NA19189	male	Yoruba	AFR	African Ancestry
SAME124514	NA20884	male	Gujarati	SAS	South Asian Ancestry
SAME124042	NA19191	male	Yoruba	AFR	African Ancestry
SAME125305	NA20889	male	Gujarati	SAS	South Asian Ancestry
SAME1840381	HG04155	male	Bengali	SAS	South Asian Ancestry
SAME124043	NA19196	female	Yoruba	AFR	African Ancestry
SAME123670	NA20891	male	Gujarati	SAS	South Asian Ancestry
SAME1840098	HG04162	female	Bengali	SAS	South Asian Ancestry
SAME125237	NA19139	male	Yoruba	AFR	African Ancestry
SAME123431	NA20846	male	Gujarati	SAS	South Asian Ancestry
SAME1839279	HG04131	male	Bengali	SAS	South Asian Ancestry
SAME124607	NA19141	male	Yoruba	AFR	African Ancestry
SAME123243	NA20853	female	Gujarati	SAS	South Asian Ancestry
SAME125080	NA19146	male	Yoruba	AFR	African Ancestry
SAME123207	NA20858	male	Gujarati	SAS	South Asian Ancestry
SAME123019	NA19153	male	Yoruba	AFR	African Ancestry
SAME122842	NA20872	female	Gujarati	SAS	South Asian Ancestry
SAME123758	NA19160	male	Yoruba	AFR	African Ancestry
SAME124022	NA21128	male	Gujarati	SAS	South Asian Ancestry
SAME122985	NA19204	female	Yoruba	AFR	African Ancestry
SAME123834	NA21130	male	Gujarati	SAS	South Asian Ancestry
SAME1839753	HG04186	female	Bengali	SAS	South Asian Ancestry
SAME122994	NA19209	female	Yoruba	AFR	African Ancestry
SAME123829	NA21135	male	Gujarati	SAS	South Asian Ancestry
SAME1839094	HG04054	female	Telugu	SAS	South Asian Ancestry
SAME125382	NA19211	male	Yoruba	AFR	African Ancestry
SAME123344	NA21142	female	Gujarati	SAS	South Asian Ancestry
