Biosample ID	Sample name	Sex	Population name	Superpopulation code	Superpopulation name
SAME1839031	HG04059	female	Telugu	SAS	South Asian Ancestry
SAME125223	NA19223	male	Yoruba	AFR	African Ancestry
SAME1839140	HG04061	male	Telugu	SAS	South Asian Ancestry
SAME125002	NA19235	female	Yoruba	AFR	African Ancestry
SAME122923	NA20909	male	Gujarati	SAS	South Asian Ancestry
SAME1840211	HG04080	male	Telugu	SAS	South Asian Ancestry
SAME123360	NA19088	male	Japanese	EAS	East Asian Ancestry
SAME123101	NA20911	male	Gujarati	SAS	South Asian Ancestry
SAME1839735	HG03974	male	Telugu	SAS	South Asian Ancestry
SAME123175	NA19090	female	Japanese	EAS	East Asian Ancestry
SAME123142	NA21089	female	Gujarati	SAS	South Asian Ancestry
SAME1839605	HG03986	female	Tamil	SAS	South Asian Ancestry
SAME123170	NA19095	female	Yoruba	AFR	African Ancestry
SAME123321	NA21091	male	Gujarati	SAS	South Asian Ancestry
SAME1839536	HG04100	male	Tamil	SAS	South Asian Ancestry
SAME124330	NA19103	male	Yoruba	AFR	African Ancestry
SAME1839408	HG03998	male	Tamil	SAS	South Asian Ancestry
SAME122853	NA19350	male	Luhya	AFR	African Ancestry
SAME123946	NA12344	male	CEPH	EUR	European Ancestry
SAME124077	NA19355	female	Luhya	AFR	African Ancestry
SAME124589	NA12375	male	CEPH	EUR	European Ancestry
SAME125115	NA19374	male	Luhya	AFR	African Ancestry
SAME124193	NA12399	male	CEPH	EUR	European Ancestry
SAME125092	NA19379	female	Luhya	AFR	African Ancestry
SAME124057	NA12414	female	CEPH	EUR	European Ancestry
SAME124275	NA19381	female	Luhya	AFR	African Ancestry
SAME124777	NA12546	male	CEPH	EUR	European Ancestry
SAME125378	NA19108	female	Yoruba	AFR	African Ancestry
SAME123911	NA12717	female	CEPH	EUR	European Ancestry
SAME123857	NA19115	female	Yoruba	AFR	African Ancestry
SAME124827	NA12748	male	CEPH	EUR	European Ancestry
SAME125014	NA19122	female	Yoruba	AFR	African Ancestry
SAME124436	NA21104	male	Gujarati	SAS	South Asian Ancestry
SAME124646	NA12750	male	CEPH	EUR	European Ancestry
SAME125017	NA19127	female	Yoruba	AFR	African Ancestry
SAME124443	NA21109	male	Gujarati	SAS	South Asian Ancestry
SAME125109	NA12762	male	CEPH	EUR	European Ancestry
SAME123691	NA19247	female	Yoruba	AFR	African Ancestry
SAME124179	NA21111	male	Gujarati	SAS	South Asian Ancestry
SAME124472	NA12767	female	CEPH	EUR	European Ancestry
SAME123494	NA19254	female	Yoruba	AFR	African Ancestry
SAME122827	NA12801	male	CEPH	EUR	European Ancestry
SAME123315	NA19312	male	Luhya	AFR	African Ancestry
SAME123024	NA12813	female	CEPH	EUR	European Ancestry
SAME123312	NA19317	male	Luhya	AFR	African Ancestry
SAME123025	NA12818	female	CEPH	EUR	European Ancestry
SAME123472	NA19324	female	Luhya	AFR	African Ancestry
SAME125095	NA11930	male	CEPH	EUR	European Ancestry
SAME123250	NA19331	male	Luhya	AFR	African Ancestry
SAME123964	NA11992	male	CEPH	EUR	European Ancestry
SAME124496	NA19393	male	Luhya	AFR	African Ancestry
SAME125142	NA12003	male	CEPH	EUR	European Ancestry
SAME124497	NA19398	female	Luhya	AFR	African Ancestry
SAME123665	NA20896	female	Gujarati	SAS	South Asian Ancestry
SAME123213	NA12046	female	CEPH	EUR	European Ancestry
SAME123634	NA19401	female	Luhya	AFR	African Ancestry
SAME122916	NA20904	male	Gujarati	SAS	South Asian Ancestry
SAME123416	NA12058	female	CEPH	EUR	European Ancestry
SAME123504	NA19742	male	Mexican Ancestry	AMR	American Ancestry
SAME124186	NA21116	male	Gujarati	SAS	South Asian Ancestry
SAME123573	NA07340	female	CEPH	EUR	European Ancestry
SAME123501	NA19747	male	Mexican Ancestry	AMR	American Ancestry
SAME124031	NA21123	male	Gujarati	SAS	South Asian Ancestry
SAME123570	NA07345	female	CEPH	EUR	European Ancestry
SAME123412	NA07357	male	CEPH	EUR	European Ancestry
SAME123707	NA19759	male	Mexican Ancestry	AMR	American Ancestry
SAME124549	NA10831	female	CEPH	EUR	European Ancestry
SAME123894	NA19761	female	Mexican Ancestry	AMR	American Ancestry
SAME124545	NA10836	female	CEPH	EUR	European Ancestry
SAME123899	NA19766	female	Mexican Ancestry	AMR	American Ancestry
SAME124959	NA12154	male	CEPH	EUR	European Ancestry
SAME123132	NA19658	male	Mexican Ancestry	AMR	American Ancestry
SAME125372	NA12248	male	CEPH	EUR	European Ancestry
SAME122958	NA19660	female	Mexican Ancestry	AMR	American Ancestry
SAME125249	NA12274	male	CEPH	EUR	European Ancestry
SAME122956	NA19665	female	Mexican Ancestry	AMR	American Ancestry
SAME124642	NA12286	male	CEPH	EUR	European Ancestry
SAME122793	NA19672	female	Mexican Ancestry	AMR	American Ancestry
SAME122789	NA19677	female	Mexican Ancestry	AMR	American Ancestry
SAME124764	NA06986	male	CEPH	EUR	European Ancestry
SAME124067	NA19773	female	Mexican Ancestry	AMR	American Ancestry
SAME124934	NA06993	male	CEPH	EUR	European Ancestry
SAME124060	NA19778	male	Mexican Ancestry	AMR	American Ancestry
SAME124754	NA10843	female	CEPH	EUR	European Ancestry
SAME123147	NA19780	male	Mexican Ancestry	AMR	American Ancestry
SAME124929	NA10850	female	CEPH	EUR	European Ancestry
SAME123150	NA19785	female	Mexican Ancestry	AMR	American Ancestry
SAME125331	NA10855	female	CEPH	EUR	European Ancestry
SAME123327	NA19792	male	Mexican Ancestry	AMR	American Ancestry
SAME124555	NA11839	male	CEPH	EUR	European Ancestry
SAME122941	NA19684	female	Mexican Ancestry	AMR	American Ancestry
SAME123046	NA11891	male	CEPH	EUR	European Ancestry
SAME124236	NA19704	female	African Ancestry SW	AFR	African Ancestry
SAME1839048	HG04225	male	Telugu	SAS	South Asian Ancestry
SAME124446	NA19711	male	African Ancestry SW	AFR	African Ancestry
SAME124058	NA18498	male	Yoruba	AFR	African Ancestry
SAME124450	NA19716	female	Mexican Ancestry	AMR	American Ancestry
SAME124991	NA18501	male	Yoruba	AFR	African Ancestry
SAME123299	NA19468	female	Luhya	AFR	African Ancestry
SAME125059	NA18506	male	Yoruba	AFR	African Ancestry
SAME123118	NA19470	female	Luhya	AFR	African Ancestry
SAME124889	NA18518	female	Yoruba	AFR	African Ancestry
SAME123121	NA19475	female	Luhya	AFR	African Ancestry
SAME123565	NA18520	female	Yoruba	AFR	African Ancestry
SAME123125	NA19653	female	Mexican Ancestry	AMR	American Ancestry
SAME125290	NA12832	female	CEPH	EUR	European Ancestry
SAME123390	NA12875	female	CEPH	EUR	European Ancestry
SAME125031	NA19836	female	African Ancestry SW	AFR	African Ancestry
SAME124099	NA18486	male	Yoruba	AFR	African Ancestry
SAME125049	NA19901	female	African Ancestry SW	AFR	African Ancestry
SAME123741	NA18570	female	Han Chinese	EAS	East Asian Ancestry
SAME124432	NA19913	female	African Ancestry SW	AFR	African Ancestry
SAME123905	NA18582	female	Han Chinese	EAS	East Asian Ancestry
SAME124695	NA19723	male	Mexican Ancestry	AMR	American Ancestry
SAME123713	NA18599	female	Han Chinese	EAS	East Asian Ancestry
SAME124702	NA19728	female	Mexican Ancestry	AMR	American Ancestry
SAME124876	NA18602	female	Han Chinese	EAS	East Asian Ancestry
SAME124869	NA19730	female	Mexican Ancestry	AMR	American Ancestry
SAME125034	NA18614	female	Han Chinese	EAS	East Asian Ancestry
SAME124874	NA19735	male	Mexican Ancestry	AMR	American Ancestry
SAME125043	NA18619	female	Han Chinese	EAS	East Asian Ancestry
SAME123855	NA19432	female	Luhya	AFR	African Ancestry
SAME124509	NA18621	male	Han Chinese	EAS	East Asian Ancestry
SAME123851	NA19437	female	Luhya	AFR	African Ancestry
SAME125250	NA18626	female	Han Chinese	EAS	East Asian Ancestry
SAME122947	NA19444	male	Luhya	AFR	African Ancestry
SAME124704	NA18633	male	Han Chinese	EAS	East Asian Ancestry
SAME122946	NA19449	female	Luhya	AFR	African Ancestry
SAME124693	NA18638	male	Han Chinese	EAS	East Asian Ancestry
SAME125415	NA19451	male	Luhya	AFR	African Ancestry
SAME122980	NA18640	female	Han Chinese	EAS	East Asian Ancestry
SAME125410	NA19456	female	Luhya	AFR	African Ancestry
SAME122975	NA18645	male	Han Chinese	EAS	East Asian Ancestry
SAME123297	NA19463	female	Luhya	AFR	African Ancestry
SAME124731	NA18859	male	Yoruba	AFR	African Ancestry
SAME125366	NA20802	female	Toscani	EUR	European Ancestry
SAME124905	NA18861	female	Yoruba	AFR	African Ancestry
SAME125363	NA20807	female	Toscani	EUR	European Ancestry
SAME123536	NA18873	female	Yoruba	AFR	African Ancestry
SAME125188	NA20814	male	Toscani	EUR	European Ancestry
SAME124672	NA18525	female	Han Chinese	EAS	East Asian Ancestry
SAME125183	NA20819	female	Toscani	EUR	European Ancestry
SAME124482	NA18532	female	Han Chinese	EAS	East Asian Ancestry
SAME123075	NA20821	female	Toscani	EUR	European Ancestry
SAME124485	NA18537	female	Han Chinese	EAS	East Asian Ancestry
SAME123070	NA20826	female	Toscani	EUR	European Ancestry
SAME124265	NA18544	male	Han Chinese	EAS	East Asian Ancestry
SAME124365	NA20763	male	Toscani	EUR	European Ancestry
SAME124262	NA18549	male	Han Chinese	EAS	East Asian Ancestry
SAME124372	NA20768	female	Toscani	EUR	European Ancestry
SAME123928	NA18563	male	Han Chinese	EAS	East Asian Ancestry
SAME124576	NA20770	male	Toscani	EUR	European Ancestry
SAME124073	NA18791	male	Han Chinese	EAS	East Asian Ancestry
SAME124573	NA20775	female	Toscani	EUR	European Ancestry
SAME124734	NA18854	male	Yoruba	AFR	African Ancestry
SAME123609	NA20787	male	Toscani	EUR	European Ancestry
SAME125107	NA18878	female	Yoruba	AFR	African Ancestry
SAME123822	NA20799	female	Toscani	EUR	European Ancestry
SAME123404	NA18912	female	Yoruba	AFR	African Ancestry
SAME124354	NA20509	male	Toscani	EUR	European Ancestry
SAME123407	NA18917	male	Yoruba	AFR	African Ancestry
SAME124563	NA20511	male	Toscani	EUR	European Ancestry
SAME123202	NA18924	female	Yoruba	AFR	African Ancestry
SAME124556	NA20516	male	Toscani	EUR	European Ancestry
SAME124854	NA19023	female	Luhya,Luhya	AFR	African Ancestry,Africa (SGDP)
SAME124012	NA20528	male	Toscani	EUR	European Ancestry
SAME124848	NA19028	male	Luhya	AFR	African Ancestry
SAME124169	NA20530	female	Toscani	EUR	European Ancestry
SAME123544	NA19030	female	Luhya	AFR	African Ancestry
SAME124166	NA20535	female	Toscani	EUR	European Ancestry
SAME124664	NA19035	male	Luhya	AFR	African Ancestry
SAME124381	NA20299	female	African Ancestry SW	AFR	African Ancestry
SAME125242	NA19042	female	Luhya	AFR	African Ancestry
SAME123601	NA20302	male	African Ancestry SW	AFR	African Ancestry
SAME125028	NA19054	female	Japanese	EAS	East Asian Ancestry
SAME125304	NA20314	female	African Ancestry SW	AFR	African Ancestry
SAME125023	NA19059	female	Japanese	EAS	East Asian Ancestry
SAME123803	NA20319	female	African Ancestry SW	AFR	African Ancestry
SAME123008	NA19066	male	Japanese	EAS	East Asian Ancestry
SAME123996	NA20321	female	African Ancestry SW	AFR	African Ancestry
SAME124891	NA18998	female	Japanese	EAS	East Asian Ancestry
SAME124599	NA20357	female	African Ancestry SW	AFR	African Ancestry
SAME124473	NA19004	male	Japanese	EAS	East Asian Ancestry
SAME124784	NA20364	female	African Ancestry SW	AFR	African Ancestry
SAME125133	NA19009	male	Japanese	EAS	East Asian Ancestry
SAME124360	NA20504	female	Toscani	EUR	European Ancestry
SAME124512	NA19011	female	Japanese	EAS	East Asian Ancestry
SAME125275	NA19918	male	African Ancestry SW	AFR	African Ancestry
SAME123768	NA18974	male	Japanese	EAS	East Asian Ancestry
SAME124713	NA19920	male	African Ancestry SW	AFR	African Ancestry
SAME123759	NA18979	female	Japanese	EAS	East Asian Ancestry
SAME124293	NA19982	male	African Ancestry SW	AFR	African Ancestry
SAME123426	NA18981	female	Japanese	EAS	East Asian Ancestry
SAME122886	NA20129	female	African Ancestry SW	AFR	African Ancestry
SAME124309	NA18943	male	Japanese	EAS	East Asian Ancestry
SAME124583	NA20282	female	African Ancestry SW	AFR	African Ancestry
SAME124316	NA18948	male	Japanese	EAS	East Asian Ancestry
SAME124580	NA20287	female	African Ancestry SW	AFR	African Ancestry
SAME124112	NA18950	female	Japanese	EAS	East Asian Ancestry
SAME124776	NA20294	female	African Ancestry SW	AFR	African Ancestry
SAME124107	NA18955	male	Japanese	EAS	East Asian Ancestry
SAME124199	NA20333	female	African Ancestry SW	AFR	African Ancestry
SAME123958	NA18962	male	Japanese	EAS	East Asian Ancestry
SAME124400	NA20340	male	African Ancestry SW	AFR	African Ancestry
SAME123963	NA18967	male	Japanese	EAS	East Asian Ancestry
SAME124403	NA20345	male	African Ancestry SW	AFR	African Ancestry
SAME122824	NA19078	female	Japanese	EAS	East Asian Ancestry
SAME125150	NA20542	female	Toscani	EUR	European Ancestry
SAME125313	NA19080	female	Japanese	EAS	East Asian Ancestry
SAME122861	NA20585	female	Toscani	EUR	European Ancestry
SAME125069	NA18986	male	Japanese	EAS	East Asian Ancestry
SAME124175	NA20756	female	Toscani	EUR	European Ancestry
SAME124894	NA18993	female	Japanese	EAS	East Asian Ancestry
SAME123777	NA20908	female	Gujarati	SAS	South Asian Ancestry
SAME123365	NA19085	male	Japanese	EAS	East Asian Ancestry
SAME123100	NA20910	female	Gujarati	SAS	South Asian Ancestry
SAME123173	NA19092	male	Yoruba	AFR	African Ancestry
SAME123143	NA21088	female	Gujarati	SAS	South Asian Ancestry
SAME123168	NA19097	female	Yoruba	AFR	African Ancestry
SAME123320	NA21090	male	Gujarati	SAS	South Asian Ancestry
SAME125401	NA19100	female	Yoruba	AFR	African Ancestry
SAME123318	NA21095	male	Gujarati	SAS	South Asian Ancestry
SAME125389	NA19105	female	Yoruba	AFR	African Ancestry
SAME123944	NA20864	male	Gujarati	SAS	South Asian Ancestry
SAME124914	NA19117	male	Yoruba	AFR	African Ancestry
SAME123801	NA20869	female	Gujarati	SAS	South Asian Ancestry
SAME125021	NA19129	female	Yoruba	AFR	African Ancestry
SAME123600	NA20871	male	Gujarati	SAS	South Asian Ancestry
SAME125230	NA19131	female	Yoruba	AFR	African Ancestry
SAME123599	NA20876	female	Gujarati	SAS	South Asian Ancestry
SAME123682	NA19249	male	Yoruba	AFR	African Ancestry
SAME124027	NA21127	male	Gujarati	SAS	South Asian Ancestry
SAME124707	NA19256	male	Yoruba	AFR	African Ancestry
SAME123830	NA21134	male	Gujarati	SAS	South Asian Ancestry
SAME124981	NA19307	male	Luhya	AFR	African Ancestry
SAME125205	NA21141	female	Gujarati	SAS	South Asian Ancestry
SAME123309	NA19314	female	Luhya	AFR	African Ancestry
SAME123666	NA20895	male	Gujarati	SAS	South Asian Ancestry
SAME124882	NA19174	male	Yoruba	AFR	African Ancestry
SAME122921	NA20903	male	Gujarati	SAS	South Asian Ancestry
SAME123861	NA19186	male	Yoruba	AFR	African Ancestry
SAME123883	NA20883	male	Gujarati	SAS	South Asian Ancestry
SAME124049	NA19198	male	Yoruba	AFR	African Ancestry
SAME125258	NA20888	female	Gujarati	SAS	South Asian Ancestry
SAME122990	NA19201	female	Yoruba	AFR	African Ancestry
SAME123671	NA20890	male	Gujarati	SAS	South Asian Ancestry
SAME122983	NA19206	female	Yoruba	AFR	African Ancestry
SAME124439	NA21103	female	Gujarati	SAS	South Asian Ancestry
SAME125384	NA19213	male	Yoruba	AFR	African Ancestry
SAME124442	NA21108	female	Gujarati	SAS	South Asian Ancestry
SAME125218	NA19225	female	Yoruba	AFR	African Ancestry
SAME124180	NA21110	female	Gujarati	SAS	South Asian Ancestry
SAME125000	NA19237	female	Yoruba	AFR	African Ancestry
SAME124609	NA19143	female	Yoruba	AFR	African Ancestry
SAME124606	NA19148	female	Yoruba	AFR	African Ancestry
SAME124838	NA19150	male	Yoruba	AFR	African Ancestry
SAME123430	NA20845	male	Gujarati	SAS	South Asian Ancestry
SAME124273	NA19383	male	Luhya	AFR	African Ancestry
SAME123244	NA20852	male	Gujarati	SAS	South Asian Ancestry
SAME124493	NA19390	female	Luhya	AFR	African Ancestry
SAME124183	NA21115	male	Gujarati	SAS	South Asian Ancestry
SAME124490	NA19395	female	Luhya	AFR	African Ancestry
SAME124030	NA21122	female	Gujarati	SAS	South Asian Ancestry
SAME123636	NA19403	female	Luhya	AFR	African Ancestry
SAME124075	NA19352	male	Luhya	AFR	African Ancestry
SAME125111	NA19371	male	Luhya	AFR	African Ancestry
SAME124469	NA19376	male	Luhya	AFR	African Ancestry
SAME123438	NA19319	male	Luhya	AFR	African Ancestry
SAME124569	NA19321	female	Luhya	AFR	African Ancestry
SAME123274	NA19338	female	Luhya	AFR	African Ancestry
SAME122796	NA19679	male	Mexican Ancestry	AMR	American Ancestry
SAME122938	NA19681	female	Mexican Ancestry	AMR	American Ancestry
SAME122939	NA19686	female	Mexican Ancestry	AMR	American Ancestry
SAME124232	NA19701	female	African Ancestry SW	AFR	African Ancestry
SAME124448	NA19713	female	African Ancestry SW	AFR	African Ancestry
SAME124444	NA19718	female	Mexican Ancestry	AMR	American Ancestry
SAME124118	NA19720	male	Mexican Ancestry	AMR	American Ancestry
SAME124689	NA19725	female	Mexican Ancestry	AMR	American Ancestry
SAME124778	NA19732	male	Mexican Ancestry	AMR	American Ancestry
SAME124872	NA19737	female	Mexican Ancestry	AMR	American Ancestry
SAME124068	NA19770	female	Mexican Ancestry	AMR	American Ancestry
SAME124065	NA19775	female	Mexican Ancestry	AMR	American Ancestry
SAME123145	NA19782	female	Mexican Ancestry	AMR	American Ancestry
SAME123148	NA19787	male	Mexican Ancestry	AMR	American Ancestry
SAME123328	NA19794	female	Mexican Ancestry	AMR	American Ancestry
SAME123120	NA19472	female	Luhya	AFR	African Ancestry
SAME123307	NA19648	female	Mexican Ancestry	AMR	American Ancestry
SAME124976	NA19650	male	Mexican Ancestry	AMR	American Ancestry
SAME124726	NA19749	female	Mexican Ancestry	AMR	American Ancestry
SAME123699	NA19751	male	Mexican Ancestry	AMR	American Ancestry
SAME123696	NA19756	male	Mexican Ancestry	AMR	American Ancestry
SAME123896	NA19763	female	Mexican Ancestry	AMR	American Ancestry
SAME124980	NA19655	male	Mexican Ancestry	AMR	American Ancestry
SAME122960	NA19662	female	Mexican Ancestry	AMR	American Ancestry
SAME122792	NA19674	male	Mexican Ancestry	AMR	American Ancestry
SAME124676	NA19819	female	African Ancestry SW	AFR	African Ancestry
SAME125053	NA19908	male	African Ancestry SW	AFR	African Ancestry
SAME125274	NA19915	male	African Ancestry SW	AFR	African Ancestry
SAME123850	NA19434	female	Luhya	AFR	African Ancestry
SAME123847	NA19439	female	Luhya	AFR	African Ancestry
SAME122949	NA19446	female	Luhya	AFR	African Ancestry
SAME125413	NA19453	male	Luhya	AFR	African Ancestry
SAME124168	NA20537	male	Toscani	EUR	European Ancestry
SAME125146	NA20544	male	Toscani	EUR	European Ancestry
SAME123474	NA20582	female	Toscani	EUR	European Ancestry
SAME123481	NA20587	female	Toscani	EUR	European Ancestry
SAME124178	NA20753	female	Toscani	EUR	European Ancestry
SAME125117	NA20758	male	Toscani	EUR	European Ancestry
SAME124364	NA20760	female	Toscani	EUR	European Ancestry
SAME124601	NA20359	female	African Ancestry SW	AFR	African Ancestry
SAME124785	NA20361	female	African Ancestry SW	AFR	African Ancestry
SAME124002	NA20412	female	African Ancestry SW	AFR	African Ancestry
SAME124362	NA20506	female	Toscani	EUR	European Ancestry
SAME123613	NA20277	female	African Ancestry SW	AFR	African Ancestry
SAME124581	NA20284	male	African Ancestry SW	AFR	African Ancestry
SAME124579	NA20289	female	African Ancestry SW	AFR	African Ancestry
SAME124373	NA20291	male	African Ancestry SW	AFR	African Ancestry
SAME124380	NA20296	female	African Ancestry SW	AFR	African Ancestry
SAME125224	NA20804	female	Toscani	EUR	European Ancestry
SAME125359	NA20809	male	Toscani	EUR	European Ancestry
SAME123069	NA20811	male	Toscani	EUR	European Ancestry
SAME125186	NA20816	male	Toscani	EUR	European Ancestry
SAME123076	NA20828	female	Toscani	EUR	European Ancestry
SAME124561	NA20513	male	Toscani	EUR	European Ancestry
SAME123178	NA20518	male	Toscani	EUR	European Ancestry
SAME124019	NA20520	male	Toscani	EUR	European Ancestry
SAME124015	NA20525	male	Toscani	EUR	European Ancestry
SAME124171	NA20532	male	Toscani	EUR	European Ancestry
SAME124711	NA19922	male	African Ancestry SW	AFR	African Ancestry
SAME124287	NA19984	male	African Ancestry SW	AFR	African Ancestry
SAME122885	NA20126	male	African Ancestry SW	AFR	African Ancestry
SAME124197	NA20335	male	African Ancestry SW	AFR	African Ancestry
SAME124398	NA20342	male	African Ancestry SW	AFR	African Ancestry
SAME124401	NA20347	male	African Ancestry SW	AFR	African Ancestry
SAME124367	NA20765	male	Toscani	EUR	European Ancestry
SAME124574	NA20772	female	Toscani	EUR	European Ancestry
SAME123819	NA20796	male	Toscani	EUR	European Ancestry
SAME123806	NA20316	male	African Ancestry SW	AFR	African Ancestry
SAME123664	NA20897	male	Gujarati	SAS	South Asian Ancestry
SAME122920	NA20900	female	Gujarati	SAS	South Asian Ancestry
SAME122915	NA20905	male	Gujarati	SAS	South Asian Ancestry
SAME124182	NA21112	male	Gujarati	SAS	South Asian Ancestry
SAME124185	NA21117	male	Gujarati	SAS	South Asian Ancestry
SAME124024	NA21124	male	Gujarati	SAS	South Asian Ancestry
